9.272558040121704437e+01,7.852299508213651080e+00,7.761249248421322910e+00,7.741002052255865351e+00,7.741002052255865351e+00,7.844956846729107980e+00,9.368379939970077430e+01,2.228684671883593779e+06,2.228684707464190666e+06,2.228684707464190666e+06,2.228684707464190666e+06,2.228684707464190666e+06,2.228684707464190666e+06,2.228684707464190666e+06,2.228684715966721997e+06,2.228684810722406022e+06,2.228684887495969888e+06,2.228684925946318544e+06,2.228684925946318544e+06,2.228684917755912058e+06,2.228684887495969888e+06,2.228684810722406022e+06,2.228684672551121563e+06,9.428548349151985519e+01
2.228684671883593779e+06,2.228684672551121563e+06,2.228684672551121563e+06,2.228684672551121563e+06,2.228684707464190666e+06,2.228684818013841752e+06,2.228684925946318544e+06,2.228685082835438661e+06,2.228685134602569509e+06,2.228685134602569509e+06,2.228685134602569509e+06,2.228685134602569509e+06,2.228685134602569509e+06,2.228685134602569509e+06,2.228685134602569509e+06,2.228685134602569509e+06,2.228685243895324413e+06,2.228685267366949935e+06,2.228685243895324413e+06,2.228685157484731171e+06,2.228685134602569509e+06,2.228685045904115774e+06,2.228684925946318544e+06,2.228684887495969888e+06
2.228684925946318544e+06,2.228684925946318544e+06,2.228684925946318544e+06,2.228684925946318544e+06,2.228684925946318544e+06,2.228684925946318544e+06,2.228685045904115774e+06,2.228685134602569509e+06,2.228685137751485221e+06,2.228685134602569509e+06,2.228685057761771604e+06,2.228685045904115774e+06,2.228684935105208308e+06,2.228684935105208308e+06,2.228685045904115774e+06,2.228685082835438661e+06,2.228685157484731171e+06,2.228685243895324413e+06,2.228685243895324413e+06,2.228685157484731171e+06,2.228685134602569509e+06,2.228685057761771604e+06,2.228684935105208308e+06,2.228684925946318544e+06
2.228685243895324413e+06,2.228685157484731171e+06,2.228685157484731171e+06,2.228685157484731171e+06,2.228685157484731171e+06,2.228685157484731171e+06,2.228685267366949935e+06,2.228685272331519984e+06,2.228685272331519984e+06,2.228685272331519984e+06,2.228685268816653639e+06,2.228685267366949935e+06,2.228685267366949935e+06,2.228685267366949935e+06,2.228685268816653639e+06,2.228685272331519984e+06,2.228685277089541778e+06,2.228685288385652471e+06,2.228685288385652471e+06,2.228685277089541778e+06,2.228685272331519984e+06,2.228685267366949935e+06,2.228685243895324413e+06,2.228685134602569509e+06
2.228685082835438661e+06,2.228685057761771604e+06,2.228685045904115774e+06,2.228684935105208308e+06,2.228685045904115774e+06,2.228685057761771604e+06,2.228685157484731171e+06,2.228685267366949935e+06,2.228685268816653639e+06,2.228685272331519984e+06,2.228685268816653639e+06,2.228685267366949935e+06,2.228685267366949935e+06,2.228685267366949935e+06,2.228685268816653639e+06,2.228685272331519984e+06,2.228685277089541778e+06,2.228685288385652471e+06,2.228685345067579765e+06,2.228685288385652471e+06,2.228685277089541778e+06,2.228685272331519984e+06,2.228685267366949935e+06,2.228685243895324413e+06
2.228684810722406022e+06,2.228684732153380755e+06,2.228684715966721997e+06,2.228684707464190666e+06,2.228684707464190666e+06,2.228684715966721997e+06,2.228684818013841752e+06,2.228684917755912058e+06,2.228684917755912058e+06,2.228684917755912058e+06,2.228684917755912058e+06,2.228684917755912058e+06,2.228684917755912058e+06,2.228684917755912058e+06,2.228684917755912058e+06,2.228684925946318544e+06,2.228685057761771604e+06,2.228685157484731171e+06,2.228685157484731171e+06,2.228685134602569509e+06,2.228685057761771604e+06,2.228684935105208308e+06,2.228684917755912058e+06,2.228684887495969888e+06
2.228685134602569509e+06,2.228685134602569509e+06,2.228685082835438661e+06,2.228685082835438661e+06,2.228685082835438661e+06,2.228685137751485221e+06,2.228685243895324413e+06,2.228685268816653639e+06,2.228685272331519984e+06,2.228685272331519984e+06,2.228685272331519984e+06,2.228685268816653639e+06,2.228685268816653639e+06,2.228685268816653639e+06,2.228685268816653639e+06,2.228685272331519984e+06,2.228685277089541778e+06,2.228685345067579765e+06,2.228685354572067503e+06,2.228685345067579765e+06,2.228685277089541778e+06,2.228685272331519984e+06,2.228685243895324413e+06,2.228685134602569509e+06
2.228684887495969888e+06,2.228684887495969888e+06,2.228684917755912058e+06,2.228684917755912058e+06,2.228684917755912058e+06,2.228684925946318544e+06,2.228685057761771604e+06,2.228685137751485221e+06,2.228685157484731171e+06,2.228685134602569509e+06,2.228685082835438661e+06,2.228685082835438661e+06,2.228685082835438661e+06,2.228685082835438661e+06,2.228685082835438661e+06,2.228685157484731171e+06,2.228685267366949935e+06,2.228685277089541778e+06,2.228685277089541778e+06,2.228685277089541778e+06,2.228685272331519984e+06,2.228685267366949935e+06,2.228685157484731171e+06,2.228685082835438661e+06
2.228684732153380755e+06,2.228684810722406022e+06,2.228684810722406022e+06,2.228684810722406022e+06,2.228684818013841752e+06,2.228684887495969888e+06,2.228684925946318544e+06,2.228685082835438661e+06,2.228685157484731171e+06,2.228685157484731171e+06,2.228685157484731171e+06,2.228685134602569509e+06,2.228685134602569509e+06,2.228685134602569509e+06,2.228685134602569509e+06,2.228685157484731171e+06,2.228685243895324413e+06,2.228685267366949935e+06,2.228685268816653639e+06,2.228685267366949935e+06,2.228685243895324413e+06,2.228685157484731171e+06,2.228685134602569509e+06,2.228684935105208308e+06
2.228685134602569509e+06,2.228685082835438661e+06,2.228685057761771604e+06,2.228685057761771604e+06,2.228685045904115774e+06,2.228685082835438661e+06,2.228685157484731171e+06,2.228685267366949935e+06,2.228685267366949935e+06,2.228685267366949935e+06,2.228685243895324413e+06,2.228685243895324413e+06,2.228685243895324413e+06,2.228685243895324413e+06,2.228685243895324413e+06,2.228685267366949935e+06,2.228685272331519984e+06,2.228685277089541778e+06,2.228685277089541778e+06,2.228685272331519984e+06,2.228685267366949935e+06,2.228685243895324413e+06,2.228685134602569509e+06,2.228685045904115774e+06
2.228684917755912058e+06,2.228684917755912058e+06,2.228684917755912058e+06,2.228684887495969888e+06,2.228684887495969888e+06,2.228684887495969888e+06,2.228684917755912058e+06,2.228684935105208308e+06,2.228685045904115774e+06,2.228685045904115774e+06,2.228684935105208308e+06,2.228684935105208308e+06,2.228684935105208308e+06,2.228684935105208308e+06,2.228685045904115774e+06,2.228685137751485221e+06,2.228685267366949935e+06,2.228685277089541778e+06,2.228685277089541778e+06,2.228685277089541778e+06,2.228685272331519984e+06,2.228685268816653639e+06,2.228685243895324413e+06,2.228685137751485221e+06
2.228685045904115774e+06,2.228684935105208308e+06,2.228684935105208308e+06,2.228684925946318544e+06,2.228684925946318544e+06,2.228684925946318544e+06,2.228685057761771604e+06,2.228685134602569509e+06,2.228685157484731171e+06,2.228685157484731171e+06,2.228685157484731171e+06,2.228685157484731171e+06,2.228685157484731171e+06,2.228685157484731171e+06,2.228685157484731171e+06,2.228685243895324413e+06,2.228685267366949935e+06,2.228685272331519984e+06,2.228685277089541778e+06,2.228685272331519984e+06,2.228685272331519984e+06,2.228685267366949935e+06,2.228685157484731171e+06,2.228685082835438661e+06
6.975036649585578613e+11,6.975036649585578613e+11,6.975036649585578613e+11,6.975036649585349121e+11,6.975036649585349121e+11,6.975036649585349121e+11,6.975036649586442871e+11,6.975036649586677246e+11,6.975036649586691895e+11,6.975036649586691895e+11,6.975036649586677246e+11,6.975036649586677246e+11,6.975036649586677246e+11,6.975036649586677246e+11,6.975036649586691895e+11,6.975036649586727295e+11,6.975036649586773682e+11,6.975036649587548828e+11,6.975036649587548828e+11,6.975036649587548828e+11,6.975036649586887207e+11,6.975036649586773682e+11,6.975036649586691895e+11,6.975036649586442871e+11
7.574536662984052704e+00,7.488181938775606561e+00,7.437511952873220089e+00,7.417910679758523251e+00,7.414909440121370210e+00,7.437511952873220089e+00,7.767493398607745014e+00,9.368379939970077430e+01,9.417908358254105394e+01,9.457407926666162723e+01,9.372747364500641254e+01,9.368379939970077430e+01,9.368379939970077430e+01,9.457407926666162723e+01,6.975036649580722656e+11,6.975036649581079102e+11,6.975036649582703857e+11,6.975036649583262939e+11,6.975036649583355713e+11,6.975036649583355713e+11,6.975036649583355713e+11,6.975036649583262939e+11,6.975036649582879639e+11,6.975036649581324463e+11
6.975036649585380859e+11,6.975036649585380859e+11,6.975036649585349121e+11,6.975036649585349121e+11,6.975036649585349121e+11,6.975036649585349121e+11,6.975036649586442871e+11,6.975036649586691895e+11,6.975036649586727295e+11,6.975036649586727295e+11,6.975036649586727295e+11,6.975036649586727295e+11,6.975036649586727295e+11,6.975036649586727295e+11,6.975036649586727295e+11,6.975036649586727295e+11,6.975036649586773682e+11,6.975036649587517090e+11,6.975036649587517090e+11,6.975036649586887207e+11,6.975036649586773682e+11,6.975036649586727295e+11,6.975036649586677246e+11,6.975036649585578613e+11
6.975036649585349121e+11,6.975036649584831543e+11,6.975036649584831543e+11,6.975036649584831543e+11,6.975036649584831543e+11,6.975036649585349121e+11,6.975036649585578613e+11,6.975036649586677246e+11,6.975036649586677246e+11,6.975036649586677246e+11,6.975036649586442871e+11,6.975036649586442871e+11,6.975036649586442871e+11,6.975036649586442871e+11,6.975036649586442871e+11,6.975036649586677246e+11,6.975036649586727295e+11,6.975036649586773682e+11,6.975036649587453613e+11,6.975036649586887207e+11,6.975036649586773682e+11,6.975036649586691895e+11,6.975036649586442871e+11,6.975036649585578613e+11
6.975036649585349121e+11,6.975036649585349121e+11,6.975036649585349121e+11,6.975036649584831543e+11,6.975036649584831543e+11,6.975036649585349121e+11,6.975036649585578613e+11,6.975036649586677246e+11,6.975036649586677246e+11,6.975036649586677246e+11,6.975036649586677246e+11,6.975036649586442871e+11,6.975036649586442871e+11,6.975036649586442871e+11,6.975036649586442871e+11,6.975036649586677246e+11,6.975036649586727295e+11,6.975036649586773682e+11,6.975036649587453613e+11,6.975036649586887207e+11,6.975036649586773682e+11,6.975036649586727295e+11,6.975036649586677246e+11,6.975036649585578613e+11
6.975036649583181152e+11,6.975036649583355713e+11,6.975036649583355713e+11,6.975036649584462891e+11,6.975036649584462891e+11,6.975036649583355713e+11,6.975036649583355713e+11,6.975036649584462891e+11,6.975036649584462891e+11,6.975036649583355713e+11,6.975036649583262939e+11,6.975036649583181152e+11,6.975036649582703857e+11,6.975036649582183838e+11,6.975036649582183838e+11,6.975036649582879639e+11,6.975036649583181152e+11,6.975036649583262939e+11,6.975036649583262939e+11,6.975036649583262939e+11,6.975036649583181152e+11,6.975036649582183838e+11,6.975036649581079102e+11,9.368379939970077430e+01
6.975036649585349121e+11,6.975036649584581299e+11,6.975036649583355713e+11,6.975036649583262939e+11,6.975036649583262939e+11,6.975036649583181152e+11,6.975036649583355713e+11,6.975036649584581299e+11,6.975036649584831543e+11,6.975036649584831543e+11,6.975036649584462891e+11,6.975036649583355713e+11,6.975036649583355713e+11,6.975036649583262939e+11,6.975036649583355713e+11,6.975036649584462891e+11,6.975036649585349121e+11,6.975036649586442871e+11,6.975036649586677246e+11,6.975036649586677246e+11,6.975036649586442871e+11,6.975036649585380859e+11,6.975036649584581299e+11,6.975036649583262939e+11
6.975036649584831543e+11,6.975036649584581299e+11,6.975036649584462891e+11,6.975036649583355713e+11,6.975036649583355713e+11,6.975036649584462891e+11,6.975036649585349121e+11,6.975036649586442871e+11,6.975036649586677246e+11,6.975036649586677246e+11,6.975036649586442871e+11,6.975036649585578613e+11,6.975036649585578613e+11,6.975036649585578613e+11,6.975036649585578613e+11,6.975036649586442871e+11,6.975036649586727295e+11,6.975036649586773682e+11,6.975036649586773682e+11,6.975036649586773682e+11,6.975036649586727295e+11,6.975036649586677246e+11,6.975036649585578613e+11,6.975036649584581299e+11
6.975036649585349121e+11,6.975036649585349121e+11,6.975036649585349121e+11,6.975036649584831543e+11,6.975036649584831543e+11,6.975036649585349121e+11,6.975036649586442871e+11,6.975036649586691895e+11,6.975036649586727295e+11,6.975036649586727295e+11,6.975036649586691895e+11,6.975036649586677246e+11,6.975036649586677246e+11,6.975036649586677246e+11,6.975036649586677246e+11,6.975036649586677246e+11,6.975036649586727295e+11,6.975036649586773682e+11,6.975036649586773682e+11,6.975036649586727295e+11,6.975036649586677246e+11,6.975036649586442871e+11,6.975036649585349121e+11,6.975036649583355713e+11
6.975036649583181152e+11,6.975036649583181152e+11,6.975036649583181152e+11,6.975036649583181152e+11,6.975036649583181152e+11,6.975036649583262939e+11,6.975036649584462891e+11,6.975036649585578613e+11,6.975036649586442871e+11,6.975036649586442871e+11,6.975036649586442871e+11,6.975036649586442871e+11,6.975036649586442871e+11,6.975036649586442871e+11,6.975036649586677246e+11,6.975036649586691895e+11,6.975036649586773682e+11,6.975036649587453613e+11,6.975036649587548828e+11,6.975036649586887207e+11,6.975036649586773682e+11,6.975036649586727295e+11,6.975036649586677246e+11,6.975036649585578613e+11
6.975036649583181152e+11,6.975036649583181152e+11,6.975036649583181152e+11,6.975036649582879639e+11,6.975036649582879639e+11,6.975036649583181152e+11,6.975036649583262939e+11,6.975036649584462891e+11,6.975036649584581299e+11,6.975036649584581299e+11,6.975036649583355713e+11,6.975036649583355713e+11,6.975036649583355713e+11,6.975036649583355713e+11,6.975036649584462891e+11,6.975036649584831543e+11,6.975036649586442871e+11,6.975036649586691895e+11,6.975036649586727295e+11,6.975036649586727295e+11,6.975036649586677246e+11,6.975036649585578613e+11,6.975036649584831543e+11,6.975036649583355713e+11
6.975036649585349121e+11,6.975036649584831543e+11,6.975036649584581299e+11,6.975036649584462891e+11,6.975036649584462891e+11,6.975036649584581299e+11,6.975036649585380859e+11,6.975036649586442871e+11,6.975036649586677246e+11,6.975036649586677246e+11,6.975036649586677246e+11,6.975036649586442871e+11,6.975036649586442871e+11,6.975036649585578613e+11,6.975036649585578613e+11,6.975036649586442871e+11,6.975036649586677246e+11,6.975036649586727295e+11,6.975036649586691895e+11,6.975036649586677246e+11,6.975036649586442871e+11,6.975036649585349121e+11,6.975036649584462891e+11,6.975036649583181152e+11
7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17
7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17
7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17
7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17
7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17
7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17
7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,9.430214904916395824e+01,9.457407926666162723e+01,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17
7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17
7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17,7.022089875499127040e+17
